scan_root: C:\Users\Colton S Covert\Documents\GitHub\Pathways-Into-Darkness-Unity\data\hfs
file_count: 145

path	size	appledouble_or_rsrc	has_resource_map	data_fork_note
  Pathways_Extras/pidmaps/pid maps/hungry.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/lasciate.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/lock&load.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/need_a_light.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/never_stop_firing.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/plague_of_demons.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/poisoned_a.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/poisoned_b.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/power.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/slow.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/step.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/summary.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/surfing.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/welcome_tasty.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/wrong_way.pict.rsrc x1
'PUBs'  ** not in v2.0 app fork **
  Pathways_Extras/pidmaps/pid maps/ascension.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/beware_of.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/but_wait_a.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/but_wait_b.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/dark.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/dust.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/earthquake_zone.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/evil_undead.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/fools_dare_tread.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/ground_floor.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/happy_carnage.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/hungry.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/lasciate.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/lock&load.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/need_a_light.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/never_stop_firing.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/plague_of_demons.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/poisoned_a.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/poisoned_b.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/power.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/slow.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/step.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/summary.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/surfing.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/welcome_tasty.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/wrong_way.pict.rsrc x1
'Prog'  ** not in v2.0 app fork **
  Installer_Disk_1/Pathways Installer.rsrc x1
  Pathways 1/Pathways Installer.rsrc x1
  PID_Japanese_1/Pathways Installer.rsrc x1
'Pset'  ** not in v2.0 app fork **
  Installer_Disk_1/Pathways Installer.rsrc x1
  Pathways 1/Pathways Installer.rsrc x1
  PID_Japanese_1/Pathways Installer.rsrc x1
'Rect'  ** not in v2.0 app fork **
  Installer_Disk_1/Pathways Installer.rsrc x2
  Pathways 1/Pathways Installer.rsrc x2
  PID_Japanese_1/Pathways Installer.rsrc x2
'SIZE'
  Installer_Disk_1/Pathways Installer.rsrc x1
  Pathways 1/Pathways Installer.rsrc x3
  Pathways_1995/Pathways Into Darkness.rsrc x1
  Pathways_1995/Pathways Manual.rsrc x3
  Pathways_Extras/Pathways Guide v1.1.rsrc x1
  Pathways_Extras/Pathways Into Cheating ƒ/Pathways Into Cheating.rsrc x1
  Pathways_Extras/Torch 0.9.1 folder/Torch 0.9.1.rsrc x1
  PID_Japanese_1/Pathways Installer.rsrc x1
'STR '
  Installer_Disk_1/Pathways Installer.rsrc x7
  Installer_Disk_3/Sound Manager 3.0/Sound Manager.rsrc x19
  Installer_Disk_3/Sound Manager 3.0/Sound.rsrc x8
  Pathways 1/Pathways Installer.rsrc x15
  Pathways_1995/Pathways Into Darkness.rsrc x1
  Pathways_1995/Pathways Manual.rsrc x17
  Pathways_Extras/Pathways Guide v1.1.rsrc x34
  Pathways_Extras/PID_Docs Folder/sector_types_sqr.gif.rsrc x1
  Pathways_Extras/pidmaps/pid maps/ascension.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/beware_of.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/but_wait_a.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/but_wait_b.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/dark.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/dust.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/earthquake_zone.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/evil_undead.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/fools_dare_tread.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/ground_floor.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/happy_carnage.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/hungry.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/lasciate.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/lock&load.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/need_a_light.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/never_stop_firing.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/plague_of_demons.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/poisoned_a.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/poisoned_b.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/power.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/slow.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/step.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/summary.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/surfing.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/welcome_tasty.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/wrong_way.pict.rsrc x1
  PID_Japanese_1/Pathways Installer.rsrc x13
'STR#'
  Installer_Disk_1/Pathways Installer.rsrc x1
  Installer_Disk_3/Sound Manager 3.0/Sound.rsrc x1
  Pathways 1/Pathways Installer.rsrc x1
  Pathways_1995/Pathways Into Darkness.rsrc x28
  Pathways_1995/Pathways Manual.rsrc x2
  Pathways_Extras/Pathways Guide v1.1.rsrc x2
  Pathways_Extras/Pathways Into Cheating ƒ/Pathways Into Cheating.rsrc x1
  Pathways_Extras/Torch 0.9.1 folder/Torch 0.9.1.rsrc x1
  PID_Japanese_1/Pathways Installer.rsrc x1
'STi1'  ** not in v2.0 app fork **
  Installer_Disk_1/Pathways Installer.rsrc x1
  Pathways 1/Pathways Installer.rsrc x1
  PID_Japanese_1/Pathways Installer.rsrc x1
'Setg'  ** not in v2.0 app fork **
  Installer_Disk_1/Pathways Installer.rsrc x1
  Pathways 1/Pathways Installer.rsrc x1
  PID_Japanese_1/Pathways Installer.rsrc x1
'TEXT'  ** not in v2.0 app fork **
  Pathways 1/Pathways Installer.rsrc x1
  Pathways_1995/Pathways Manual.rsrc x13
  Pathways_Extras/Pathways Guide v1.1.rsrc x30
  PID_Japanese_1/Pathways Installer.rsrc x1
'TMPL'  ** not in v2.0 app fork **
  Pathways_Extras/Pathways Into Cheating ƒ/Pathways Into Cheating.rsrc x1
'WDEF'
  Pathways_1995/Pathways Into Darkness.rsrc x1
'WIND'  ** not in v2.0 app fork **
  Pathways_Extras/Pathways Guide v1.1.rsrc x1
  Pathways_Extras/Pathways Into Cheating ƒ/Pathways Into Cheating.rsrc x1
'Wndo'  ** not in v2.0 app fork **
  Pathways_1995/Pathways Manual.rsrc x13
  Pathways_Extras/Pathways Guide v1.1.rsrc x30
'ZERO'  ** not in v2.0 app fork **
  Installer_Disk_1/Pathways Installer.rsrc x1
  Pathways 1/Pathways Installer.rsrc x1
  Pathways_Extras/Pathways Into Cheating ƒ/Pathways Into Cheating.rsrc x1
  PID_Japanese_1/Pathways Installer.rsrc x1
'cPPC'  ** not in v2.0 app fork **
  Pathways_Extras/Torch 0.9.1 folder/Torch 0.9.1.rsrc x1
'cdev'  ** not in v2.0 app fork **
  Installer_Disk_3/Sound Manager 3.0/Sound.rsrc x1
'cfrg'
  Pathways_1995/Pathways Into Darkness.rsrc x1
  Pathways_Extras/Torch 0.9.1 folder/Torch 0.9.1.rsrc x1
'cicn'
  Installer_Disk_1/Pathways Installer.rsrc x1
  Pathways 1/Pathways Installer.rsrc x1
  Pathways_1995/Pathways Into Darkness.rsrc x2
  PID_Japanese_1/Pathways Installer.rsrc x1
'clut'
  Pathways_1995/Pathways Into Darkness.rsrc x9
  Pathways_Extras/pidmaps/pid maps/ascension.pict.rsrc x3
  Pathways_Extras/pidmaps/pid maps/beware_of.pict.rsrc x3
  Pathways_Extras/pidmaps/pid maps/but_wait_a.pict.rsrc x3
  Pathways_Extras/pidmaps/pid maps/but_wait_b.pict.rsrc x3
  Pathways_Extras/pidmaps/pid maps/dark.pict.rsrc x3
  Pathways_Extras/pidmaps/pid maps/dust.pict.rsrc x3
  Pathways_Extras/pidmaps/pid maps/earthquake_zone.pict.rsrc x3
  Pathways_Extras/pidmaps/pid maps/evil_undead.pict.rsrc x3
  Pathways_Extras/pidmaps/pid maps/fools_dare_tread.pict.rsrc x3
  Pathways_Extras/pidmaps/pid maps/ground_floor.pict.rsrc x3
  Pathways_Extras/pidmaps/pid maps/happy_carnage.pict.rsrc x3
  Pathways_Extras/pidmaps/pid maps/hungry.pict.rsrc x3
  Pathways_Extras/pidmaps/pid maps/lasciate.pict.rsrc x3
  Pathways_Extras/pidmaps/pid maps/lock&load.pict.rsrc x3
  Pathways_Extras/pidmaps/pid maps/need_a_light.pict.rsrc x3
  Pathways_Extras/pidmaps/pid maps/never_stop_firing.pict.rsrc x3
  Pathways_Extras/pidmaps/pid maps/plague_of_demons.pict.rsrc x3
  Pathways_Extras/pidmaps/pid maps/poisoned_a.pict.rsrc x3
  Pathways_Extras/pidmaps/pid maps/poisoned_b.pict.rsrc x3
  Pathways_Extras/pidmaps/pid maps/power.pict.rsrc x3
  Pathways_Extras/pidmaps/pid maps/slow.pict.rsrc x3
  Pathways_Extras/pidmaps/pid maps/step.pict.rsrc x3
  Pathways_Extras/pidmaps/pid maps/summary.pict.rsrc x3
  Pathways_Extras/pidmaps/pid maps/surfing.pict.rsrc x3
  Pathways_Extras/pidmaps/pid maps/welcome_tasty.pict.rsrc x3
  Pathways_Extras/pidmaps/pid maps/wrong_way.pict.rsrc x3
'cnt#'  ** not in v2.0 app fork **
  Pathways_Extras/Pathways Guide v1.1.rsrc x1
'crsr'
  Pathways_1995/Pathways Into Darkness.rsrc x9
'dcmp'  ** not in v2.0 app fork **
  Pathways_Extras/Torch 0.9.1 folder/Torch 0.9.1.rsrc x1
'dctb'
  Pathways_1995/Pathways Into Darkness.rsrc x12
'dpin'
  Pathways_1995/Pathways Into Darkness.rsrc x1
'foot'  ** not in v2.0 app fork **
  Pathways_1995/Pathways Manual.rsrc x1
  Pathways_Extras/Pathways Guide v1.1.rsrc x1
'icl4'
  Installer_Disk_1/Pathways Installer.rsrc x4
  Installer_Disk_3/Sound Manager 3.0/Sound Manager.rsrc x1
  Installer_Disk_3/Sound Manager 3.0/Sound.rsrc x1
  Pathways 1/Pathways Installer.rsrc x4
  Pathways_1995/Pathways Into Darkness.rsrc x5
  Pathways_1995/Pathways Manual.rsrc x2
  Pathways_Extras/Pathways Guide v1.1.rsrc x1
  Pathways_Extras/Pathways Into Cheating ƒ/Pathways Into Cheating.rsrc x1
  Pathways_Extras/Torch 0.9.1 folder/Torch 0.9.1.rsrc x1
  PID_Japanese_1/Pathways Installer.rsrc x4
'icl8'
  Installer_Disk_1/Pathways Installer.rsrc x4
  Installer_Disk_3/Sound Manager 3.0/Sound Manager.rsrc x1
  Installer_Disk_3/Sound Manager 3.0/Sound.rsrc x1
  Pathways 1/Pathways Installer.rsrc x4
  Pathways_1995/Pathways Into Darkness.rsrc x5
  Pathways_1995/Pathways Manual.rsrc x2
  Pathways_Extras/Pathways Guide v1.1.rsrc x2
  Pathways_Extras/Pathways Into Cheating ƒ/Pathways Into Cheating.rsrc x1
  Pathways_Extras/PID_Docs Folder/sector_types_sqr.gif.rsrc x1
  Pathways_Extras/Torch 0.9.1 folder/Torch 0.9.1.rsrc x1
  PID_Japanese_1/Pathways Installer.rsrc x4
'ics#'
  Installer_Disk_1/Pathways Installer.rsrc x4
  Installer_Disk_3/Sound Manager 3.0/Sound Manager.rsrc x1
  Installer_Disk_3/Sound Manager 3.0/Sound.rsrc x1
  Pathways 1/Pathways Installer.rsrc x4
  Pathways_1995/Pathways Into Darkness.rsrc x5
  Pathways_1995/Pathways Manual.rsrc x2
  Pathways_Extras/Pathways Guide v1.1.rsrc x1
  Pathways_Extras/Pathways Into Cheating ƒ/Pathways Into Cheating.rsrc x1
  Pathways_Extras/Torch 0.9.1 folder/Torch 0.9.1.rsrc x1
  PID_Japanese_1/Pathways Installer.rsrc x4
'ics4'
  Installer_Disk_1/Pathways Installer.rsrc x4
  Installer_Disk_3/Sound Manager 3.0/Sound Manager.rsrc x1
  Installer_Disk_3/Sound Manager 3.0/Sound.rsrc x1
  Pathways 1/Pathways Installer.rsrc x4
  Pathways_1995/Pathways Into Darkness.rsrc x5
  Pathways_1995/Pathways Manual.rsrc x2
  Pathways_Extras/Pathways Guide v1.1.rsrc x1
  Pathways_Extras/Pathways Into Cheating ƒ/Pathways Into Cheating.rsrc x1
  Pathways_Extras/Torch 0.9.1 folder/Torch 0.9.1.rsrc x1
  PID_Japanese_1/Pathways Installer.rsrc x4
'ics8'
  Installer_Disk_1/Pathways Installer.rsrc x4
  Installer_Disk_3/Sound Manager 3.0/Sound Manager.rsrc x1
  Installer_Disk_3/Sound Manager 3.0/Sound.rsrc x1
  Pathways 1/Pathways Installer.rsrc x4
  Pathways_1995/Pathways Into Darkness.rsrc x5
  Pathways_1995/Pathways Manual.rsrc x2
  Pathways_Extras/Pathways Guide v1.1.rsrc x1
  Pathways_Extras/Pathways Into Cheating ƒ/Pathways Into Cheating.rsrc x1
  Pathways_Extras/Torch 0.9.1 folder/Torch 0.9.1.rsrc x1
  PID_Japanese_1/Pathways Installer.rsrc x4
'lpch'  ** not in v2.0 app fork **
  Installer_Disk_3/Sound Manager 3.0/Sound Manager.rsrc x8
'mach'  ** not in v2.0 app fork **
  Installer_Disk_3/Sound Manager 3.0/Sound.rsrc x1
'mstr'  ** not in v2.0 app fork **
  Pathways_1995/Pathways Manual.rsrc x2
  Pathways_Extras/Pathways Guide v1.1.rsrc x2
'nrct'  ** not in v2.0 app fork **
  Installer_Disk_3/Sound Manager 3.0/Sound.rsrc x1
'pInf'  ** not in v2.0 app fork **
  Pathways_1995/Pathways Manual.rsrc x25
'pjst'  ** not in v2.0 app fork **
  Pathways_Extras/Pathways Guide v1.1.rsrc x26
'pnot'  ** not in v2.0 app fork **
  Pathways_Extras/PID_Docs Folder/sector_types_sqr.gif.rsrc x1
  Pathways_Extras/pidmaps/pid maps/ascension.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/beware_of.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/but_wait_a.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/but_wait_b.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/dark.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/dust.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/earthquake_zone.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/evil_undead.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/fools_dare_tread.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/ground_floor.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/happy_carnage.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/hungry.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/lasciate.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/lock&load.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/need_a_light.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/never_stop_firing.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/plague_of_demons.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/poisoned_a.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/poisoned_b.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/power.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/slow.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/step.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/summary.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/surfing.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/welcome_tasty.pict.rsrc x1
  Pathways_Extras/pidmaps/pid maps/wrong_way.pict.rsrc x1
'ppat'
  Pathways_1995/Pathways Into Darkness.rsrc x1
'proc'  ** not in v2.0 app fork **
  Installer_Disk_3/Sound Manager 3.0/Sound Manager.rsrc x2
'pscl'  ** not in v2.0 app fork **
  Pathways_Extras/Pathways Guide v1.1.rsrc x26
'påth'
  Pathways_1995/Pathways Into Darkness.rsrc x1
'rQDF'  ** not in v2.0 app fork **
  Pathways_1995/Pathways Manual.rsrc x1
  Pathways_Extras/Pathways Guide v1.1.rsrc x1
'sTwD'  ** not in v2.0 app fork **
  Pathways_1995/Pathways Manual.rsrc x1
  Pathways_Extras/Pathways Guide v1.1.rsrc x1
'sad '  ** not in v2.0 app fork **
  Installer_Disk_3/Sound Manager 3.0/Sound Manager.rsrc x1
'scri'
  Pathways_1995/Pathways Into Darkness.rsrc x30
'sift'  ** not in v2.0 app fork **
  Installer_Disk_3/Sound Manager 3.0/Sound Manager.rsrc x8
'snd '  ** LOOK **
  Installer_Disk_3/Sound Manager 3.0/Sound Manager.rsrc x1
  Installer_Disk_3/Sound Manager 3.0/Sound.rsrc x1
  Pathways_1995/Sounds.rsrc x86
'sndP'  ** not in v2.0 app fork **
  Installer_Disk_3/Sound Manager 3.0/Sound.rsrc x4
'soun'  ** not in v2.0 app fork **
  Installer_Disk_3/Sound Manager 3.0/Sound.rsrc x1
'styl'  ** not in v2.0 app fork **
  Pathways 1/Pathways Installer.rsrc x1
  Pathways_1995/Pathways Manual.rsrc x13
  Pathways_Extras/Pathways Guide v1.1.rsrc x30
  Pathways_Extras/PID_Docs Folder/Read Me.rsrc x1
  Pathways_Extras/PIDMaps Folder/Descriptions.rsrc x1
  Pathways_Extras/PIDMaps Folder/Hex reps_notes.rsrc x1
  Pathways_Extras/Torch 0.9.1 folder/Torch Docs.rsrc x1
  PID_Japanese_1/Pathways Installer.rsrc x1
'sysz'  ** not in v2.0 app fork **
  Installer_Disk_3/Sound Manager 3.0/Sound Manager.rsrc x1
'thng'  ** not in v2.0 app fork **
  Installer_Disk_3/Sound Manager 3.0/Sound Manager.rsrc x9
  Installer_Disk_3/Sound Manager 3.0/Sound.rsrc x4
'trÇh'  ** not in v2.0 app fork **
  Pathways_Extras/Torch 0.9.1 folder/Torch 0.9.1.rsrc x1
'vers'
  Installer_Disk_1/Pathways Installer.rsrc x2
  Installer_Disk_3/Sound Manager 3.0/Sound Manager.rsrc x1
  Installer_Disk_3/Sound Manager 3.0/Sound.rsrc x1
  Pathways 1/Pathways Installer.rsrc x2
  Pathways_1995/Pathways Into Darkness.rsrc x1
  Pathways_1995/Pathways Manual.rsrc x2
  Pathways_Extras/Pathways Guide v1.1.rsrc x2
  Pathways_Extras/Pathways Into Cheating ƒ/Pathways Into Cheating.rsrc x1
  Pathways_Extras/Torch 0.9.1 folder/Torch 0.9.1.rsrc x2
  PID_Japanese_1/Pathways Installer.rsrc x2
'xtr2'  ** not in v2.0 app fork **
  Pathways_1995/Pathways Manual.rsrc x1
  Pathways_Extras/Pathways Guide v1.1.rsrc x1
'∏îÇ '  ** not in v2.0 app fork **
  Pathways_Extras/Pathways Into Cheating ƒ/Pathways Into Cheating.rsrc x1
